model,word,layer,n_layers,stratum,representation,n,accuracy,accuracy_sd
llama-3-8b,vary,16,32,all,combined,14,0.4,0.25495097567963926
qwen2.5-7b,vary,14,28,all,context,14,0.6,0.25495097567963926
qwen2.5-7b,vary,14,28,all,target,14,0.3,0.18708286933869708
qwen2.5-7b,vary,14,28,all,combined,14,0.4,0.25495097567963926
llama-3-8b,view,16,32,all,context,14,0.25,0.22360679774997896
llama-3-8b,view,16,32,all,target,14,1.0,0.0
llama-3-8b,view,16,32,all,combined,14,1.0,0.0
qwen2.5-7b,view,14,28,all,context,14,0.35,0.2
qwen2.5-7b,view,14,28,all,target,14,0.9,0.2
qwen2.5-7b,view,14,28,all,combined,14,0.8,0.2449489742783178
llama-3-8b,warm,16,32,all,context,14,0.4,0.33911649915626346
llama-3-8b,warm,16,32,all,target,14,0.6,0.1224744871391589
llama-3-8b,warm,16,32,all,combined,14,0.45,0.24494897427831783
qwen2.5-7b,warm,14,28,all,context,14,0.3,0.29154759474226505
qwen2.5-7b,warm,14,28,all,target,14,0.55,0.09999999999999999
qwen2.5-7b,warm,14,28,all,combined,14,0.5,0.27386127875258304
llama-3-8b,wrote,16,32,all,context,14,0.4,0.3391164991562634
llama-3-8b,wrote,16,32,all,target,14,0.9,0.20000000000000004
llama-3-8b,wrote,16,32,all,combined,14,0.7,0.2449489742783178
qwen2.5-7b,wrote,14,28,all,context,14,0.45,0.33166247903554
qwen2.5-7b,wrote,14,28,all,target,14,0.8,0.18708286933869706
qwen2.5-7b,wrote,14,28,all,combined,14,0.65,0.2
llama-3-8b,ability,16,32,all,context,12,0.35,0.43588989435406733
llama-3-8b,ability,16,32,all,target,12,0.65,0.3741657386773941
llama-3-8b,ability,16,32,all,combined,12,0.55,0.45825756949558394
qwen2.5-7b,ability,14,28,all,context,12,0.4,0.37416573867739417
qwen2.5-7b,ability,14,28,all,target,12,0.25,0.31622776601683794
qwen2.5-7b,ability,14,28,all,combined,12,0.4,0.37416573867739417
llama-3-8b,absence,16,32,all,context,12,0.3,0.24494897427831783
llama-3-8b,absence,16,32,all,target,12,0.6,0.2
llama-3-8b,absence,16,32,all,combined,12,0.6,0.2
qwen2.5-7b,absence,14,28,all,context,12,0.3,0.24494897427831783
qwen2.5-7b,absence,14,28,all,target,12,0.6,0.2
qwen2.5-7b,absence,14,28,all,combined,12,0.6,0.2
llama-3-8b,accomplished,16,32,all,context,12,0.2,0.24494897427831783
llama-3-8b,accomplished,16,32,all,target,12,0.35,0.30000000000000004
llama-3-8b,accomplished,16,32,all,combined,12,0.3,0.39999999999999997
qwen2.5-7b,accomplished,14,28,all,context,12,0.65,0.2
qwen2.5-7b,accomplished,14,28,all,target,12,0.3,0.24494897427831783
qwen2.5-7b,accomplished,14,28,all,combined,12,0.55,0.33166247903554
llama-3-8b,activity,16,32,all,context,12,1.0,0.0
llama-3-8b,activity,16,32,all,target,12,0.9,0.2
llama-3-8b,activity,16,32,all,combined,12,0.9,0.2
qwen2.5-7b,activity,14,28,all,context,12,0.9,0.2
qwen2.5-7b,activity,14,28,all,target,12,0.9,0.2
qwen2.5-7b,activity,14,28,all,combined,12,0.9,0.2
llama-3-8b,advertising,16,32,all,context,12,0.5,0.31622776601683794
llama-3-8b,advertising,16,32,all,target,12,0.5,0.4472135954999579
llama-3-8b,advertising,16,32,all,combined,12,0.4,0.20000000000000004
qwen2.5-7b,advertising,14,28,all,context,12,0.35,0.30000000000000004
qwen2.5-7b,advertising,14,28,all,target,12,0.5,0.4472135954999579
qwen2.5-7b,advertising,14,28,all,combined,12,0.55,0.33166247903554
llama-3-8b,advised,16,32,all,context,12,0.2,0.24494897427831783
llama-3-8b,advised,16,32,all,target,12,0.5,0.31622776601683794
llama-3-8b,advised,16,32,all,combined,12,0.4,0.37416573867739417
qwen2.5-7b,advised,14,28,all,context,12,0.1,0.20000000000000004
qwen2.5-7b,advised,14,28,all,target,12,0.55,0.33166247903554
qwen2.5-7b,advised,14,28,all,combined,12,0.4,0.37416573867739417
llama-3-8b,affect,16,32,all,context,12,0.55,0.45825756949558394
llama-3-8b,affect,16,32,all,target,12,0.4,0.37416573867739417
llama-3-8b,affect,16,32,all,combined,12,0.35,0.30000000000000004
qwen2.5-7b,affect,14,28,all,context,12,0.6,0.37416573867739417
qwen2.5-7b,affect,14,28,all,target,12,0.35,0.30000000000000004
qwen2.5-7b,affect,14,28,all,combined,12,0.45,0.4
llama-3-8b,answer,16,32,all,context,12,0.55,0.33166247903554
llama-3-8b,answer,16,32,all,target,12,0.85,0.2
llama-3-8b,answer,16,32,all,combined,12,0.85,0.2
qwen2.5-7b,answer,14,28,all,context,12,0.45,0.2449489742783178
qwen2.5-7b,answer,14,28,all,target,12,0.85,0.2
qwen2.5-7b,answer,14,28,all,combined,12,0.75,0.22360679774997896
llama-3-8b,appointed,16,32,all,context,12,0.65,0.2
llama-3-8b,appointed,16,32,all,target,12,0.4,0.20000000000000004
llama-3-8b,appointed,16,32,all,combined,12,0.4,0.2
qwen2.5-7b,appointed,14,28,all,context,12,0.55,0.09999999999999999
qwen2.5-7b,appointed,14,28,all,target,12,0.5,0.31622776601683794
qwen2.5-7b,appointed,14,28,all,combined,12,0.35,0.30000000000000004
llama-3-8b,arc,16,32,all,context,12,0.9,0.2
llama-3-8b,arc,16,32,all,target,12,0.85,0.2
llama-3-8b,arc,16,32,all,combined,12,0.85,0.2
qwen2.5-7b,arc,14,28,all,context,12,0.95,0.09999999999999999
qwen2.5-7b,arc,14,28,all,target,12,0.8,0.2449489742783178
qwen2.5-7b,arc,14,28,all,combined,12,0.8,0.2449489742783178
llama-3-8b,assumed,16,32,all,context,12,0.75,0.3872983346207417
llama-3-8b,assumed,16,32,all,target,12,0.9,0.2
llama-3-8b,assumed,16,32,all,combined,12,0.85,0.2
qwen2.5-7b,assumed,14,28,all,context,12,0.55,0.33166247903554
qwen2.5-7b,assumed,14,28,all,target,12,0.9,0.2
qwen2.5-7b,assumed,14,28,all,combined,12,0.8,0.2449489742783178
llama-3-8b,atmosphere,16,32,all,context,12,0.8,0.2449489742783178
llama-3-8b,atmosphere,16,32,all,target,12,1.0,0.0
llama-3-8b,atmosphere,16,32,all,combined,12,0.9,0.2
qwen2.5-7b,atmosphere,14,28,all,context,12,0.75,0.22360679774997896
qwen2.5-7b,atmosphere,14,28,all,target,12,1.0,0.0
qwen2.5-7b,atmosphere,14,28,all,combined,12,0.9,0.2
llama-3-8b,attempt,16,32,all,context,12,0.3,0.24494897427831783
llama-3-8b,attempt,16,32,all,target,12,0.9,0.20000000000000004
llama-3-8b,attempt,16,32,all,combined,12,0.8,0.2449489742783178
qwen2.5-7b,attempt,14,28,all,context,12,0.4,0.2
qwen2.5-7b,attempt,14,28,all,target,12,0.75,0.22360679774997896
qwen2.5-7b,attempt,14,28,all,combined,12,0.6,0.37416573867739417
llama-3-8b,author,16,32,all,context,12,0.2,0.24494897427831783
llama-3-8b,author,16,32,all,target,12,0.6,0.2
llama-3-8b,author,16,32,all,combined,12,0.5,0.31622776601683794
qwen2.5-7b,author,14,28,all,context,12,0.3,0.39999999999999997
qwen2.5-7b,author,14,28,all,target,12,0.55,0.33166247903554
qwen2.5-7b,author,14,28,all,combined,12,0.4,0.37416573867739417
llama-3-8b,battle,16,32,all,context,12,0.2,0.24494897427831783
llama-3-8b,battle,16,32,all,target,12,0.15,0.30000000000000004
llama-3-8b,battle,16,32,all,combined,12,0.2,0.24494897427831783
qwen2.5-7b,battle,14,28,all,context,12,0.1,0.20000000000000004
qwen2.5-7b,battle,14,28,all,target,12,0.3,0.24494897427831783
qwen2.5-7b,battle,14,28,all,combined,12,0.2,0.24494897427831783
llama-3-8b,bill,16,32,all,context,12,0.55,0.33166247903554
llama-3-8b,bill,16,32,all,target,12,0.65,0.2
llama-3-8b,bill,16,32,all,combined,12,0.55,0.33166247903554
qwen2.5-7b,bill,14,28,all,context,12,0.45,0.4
qwen2.5-7b,bill,14,28,all,target,12,0.7,0.4
qwen2.5-7b,bill,14,28,all,combined,12,0.7,0.2449489742783178
llama-3-8b,body,16,32,all,context,12,0.85,0.2
llama-3-8b,body,16,32,all,target,12,0.9,0.20000000000000004
llama-3-8b,body,16,32,all,combined,12,0.85,0.2
qwen2.5-7b,body,14,28,all,context,12,0.65,0.2
qwen2.5-7b,body,14,28,all,target,12,0.9,0.20000000000000004
qwen2.5-7b,body,14,28,all,combined,12,0.85,0.2
llama-3-8b,cast,16,32,all,context,12,0.8,0.2449489742783178
llama-3-8b,cast,16,32,all,target,12,0.9,0.2
llama-3-8b,cast,16,32,all,combined,12,0.9,0.20000000000000004
qwen2.5-7b,cast,14,28,all,context,12,0.9,0.20000000000000004
qwen2.5-7b,cast,14,28,all,target,12,0.85,0.2
qwen2.5-7b,cast,14,28,all,combined,12,0.9,0.20000000000000004
llama-3-8b,certain,16,32,all,context,12,0.2,0.24494897427831783
llama-3-8b,certain,16,32,all,target,12,0.4,0.48989794855663565
llama-3-8b,certain,16,32,all,combined,12,0.35,0.43588989435406733
qwen2.5-7b,certain,14,28,all,context,12,0.15,0.19999999999999998
qwen2.5-7b,certain,14,28,all,target,12,0.35,0.43588989435406733
qwen2.5-7b,certain,14,28,all,combined,12,0.25,0.31622776601683794
llama-3-8b,closed,16,32,all,context,12,1.0,0.0
llama-3-8b,closed,16,32,all,target,12,1.0,0.0
llama-3-8b,closed,16,32,all,combined,12,1.0,0.0
qwen2.5-7b,closed,14,28,all,context,12,1.0,0.0
qwen2.5-7b,closed,14,28,all,target,12,0.9,0.2
qwen2.5-7b,closed,14,28,all,combined,12,0.9,0.2
llama-3-8b,comparison,16,32,all,context,12,0.55,0.33166247903554
llama-3-8b,comparison,16,32,all,target,12,0.7,0.4
llama-3-8b,comparison,16,32,all,combined,12,0.55,0.33166247903554
qwen2.5-7b,comparison,14,28,all,context,12,0.35,0.3741657386773941
qwen2.5-7b,comparison,14,28,all,target,12,0.8,0.4
qwen2.5-7b,comparison,14,28,all,combined,12,0.75,0.3872983346207417
llama-3-8b,concluded,16,32,all,context,12,0.45,0.4
llama-3-8b,concluded,16,32,all,target,12,0.6,0.2
llama-3-8b,concluded,16,32,all,combined,12,0.6,0.2
qwen2.5-7b,concluded,14,28,all,context,12,0.55,0.33166247903554
qwen2.5-7b,concluded,14,28,all,target,12,0.8,0.2449489742783178
qwen2.5-7b,concluded,14,28,all,combined,12,0.6,0.37416573867739417
llama-3-8b,conditions,16,32,all,context,12,0.9,0.2
llama-3-8b,conditions,16,32,all,target,12,0.7,0.4
llama-3-8b,conditions,16,32,all,combined,12,1.0,0.0
qwen2.5-7b,conditions,14,28,all,context,12,0.85,0.2
qwen2.5-7b,conditions,14,28,all,target,12,0.7,0.4
qwen2.5-7b,conditions,14,28,all,combined,12,1.0,0.0
llama-3-8b,confidence,16,32,all,context,12,0.05,0.10000000000000002
llama-3-8b,confidence,16,32,all,target,12,0.1,0.20000000000000004
llama-3-8b,confidence,16,32,all,combined,12,0.15,0.30000000000000004
qwen2.5-7b,confidence,14,28,all,context,12,0.25,0.22360679774997896
qwen2.5-7b,confidence,14,28,all,target,12,0.05,0.10000000000000002
qwen2.5-7b,confidence,14,28,all,combined,12,0.05,0.10000000000000002
llama-3-8b,confusion,16,32,all,context,12,0.55,0.33166247903554
llama-3-8b,confusion,16,32,all,target,12,0.6,0.2
llama-3-8b,confusion,16,32,all,combined,12,0.65,0.2
qwen2.5-7b,confusion,14,28,all,context,12,0.65,0.2
qwen2.5-7b,confusion,14,28,all,target,12,0.45,0.2449489742783178
qwen2.5-7b,confusion,14,28,all,combined,12,0.55,0.09999999999999999
llama-3-8b,contained,16,32,all,context,12,0.8,0.2449489742783178
llama-3-8b,contained,16,32,all,target,12,0.65,0.3741657386773941
llama-3-8b,contained,16,32,all,combined,12,0.8,0.2449489742783178
qwen2.5-7b,contained,14,28,all,context,12,0.8,0.2449489742783178
qwen2.5-7b,contained,14,28,all,target,12,0.8,0.2449489742783178
qwen2.5-7b,contained,14,28,all,combined,12,0.8,0.2449489742783178
llama-3-8b,demand,16,32,all,context,12,0.3,0.24494897427831783
llama-3-8b,demand,16,32,all,target,12,0.65,0.3741657386773941
llama-3-8b,demand,16,32,all,combined,12,0.65,0.3741657386773941
qwen2.5-7b,demand,14,28,all,context,12,0.4,0.2
qwen2.5-7b,demand,14,28,all,target,12,0.75,0.3872983346207417
qwen2.5-7b,demand,14,28,all,combined,12,0.4,0.37416573867739417
llama-3-8b,depth,16,32,all,context,12,0.75,0.22360679774997896
llama-3-8b,depth,16,32,all,target,12,1.0,0.0
llama-3-8b,depth,16,32,all,combined,12,1.0,0.0
qwen2.5-7b,depth,14,28,all,context,12,0.75,0.22360679774997896
qwen2.5-7b,depth,14,28,all,target,12,0.8,0.2449489742783178
qwen2.5-7b,depth,14,28,all,combined,12,0.9,0.20000000000000004
llama-3-8b,determined,16,32,all,context,12,0.25,0.22360679774997896
llama-3-8b,determined,16,32,all,target,12,0.65,0.3741657386773941
llama-3-8b,determined,16,32,all,combined,12,0.65,0.3741657386773941
qwen2.5-7b,determined,14,28,all,context,12,0.4,0.37416573867739417
qwen2.5-7b,determined,14,28,all,target,12,0.6,0.2
qwen2.5-7b,determined,14,28,all,combined,12,0.5,0.31622776601683794
llama-3-8b,die,16,32,all,context,12,0.95,0.09999999999999999
llama-3-8b,die,16,32,all,target,12,1.0,0.0
llama-3-8b,die,16,32,all,combined,12,1.0,0.0
qwen2.5-7b,die,14,28,all,context,12,0.65,0.30000000000000004
qwen2.5-7b,die,14,28,all,target,12,1.0,0.0
qwen2.5-7b,die,14,28,all,combined,12,1.0,0.0
llama-3-8b,director,16,32,all,context,12,0.6,0.2
llama-3-8b,director,16,32,all,target,12,0.2,0.24494897427831783
llama-3-8b,director,16,32,all,combined,12,0.4,0.2
qwen2.5-7b,director,14,28,all,context,12,0.6,0.2
qwen2.5-7b,director,14,28,all,target,12,0.2,0.24494897427831783
qwen2.5-7b,director,14,28,all,combined,12,0.6,0.2
llama-3-8b,dollars,16,32,all,context,12,0.15,0.19999999999999998
llama-3-8b,dollars,16,32,all,target,12,0.1,0.20000000000000004
llama-3-8b,dollars,16,32,all,combined,12,0.0,0.0
qwen2.5-7b,dollars,14,28,all,context,12,0.2,0.24494897427831783
qwen2.5-7b,dollars,14,28,all,target,12,0.2,0.24494897427831783
qwen2.5-7b,dollars,14,28,all,combined,12,0.15,0.19999999999999998
llama-3-8b,doubt,16,32,all,context,12,0.45,0.4
llama-3-8b,doubt,16,32,all,target,12,1.0,0.0
llama-3-8b,doubt,16,32,all,combined,12,1.0,0.0
qwen2.5-7b,doubt,14,28,all,context,12,0.25,0.31622776601683794
qwen2.5-7b,doubt,14,28,all,target,12,1.0,0.0
qwen2.5-7b,doubt,14,28,all,combined,12,0.8,0.4
llama-3-8b,dress,16,32,all,context,12,0.55,0.4
llama-3-8b,dress,16,32,all,target,12,0.95,0.09999999999999999
llama-3-8b,dress,16,32,all,combined,12,0.95,0.09999999999999999
qwen2.5-7b,dress,14,28,all,context,12,0.45,0.33166247903554
qwen2.5-7b,dress,14,28,all,target,12,0.95,0.09999999999999999
qwen2.5-7b,dress,14,28,all,combined,12,0.85,0.2
llama-3-8b,dry,16,32,all,context,12,0.9,0.2
llama-3-8b,dry,16,32,all,target,12,1.0,0.0
llama-3-8b,dry,16,32,all,combined,12,1.0,0.0
qwen2.5-7b,dry,14,28,all,context,12,1.0,0.0
qwen2.5-7b,dry,14,28,all,target,12,1.0,0.0
qwen2.5-7b,dry,14,28,all,combined,12,1.0,0.0
llama-3-8b,east,16,32,all,context,12,0.45,0.4
llama-3-8b,east,16,32,all,target,12,0.6,0.37416573867739417
llama-3-8b,east,16,32,all,combined,12,0.55,0.33166247903554
qwen2.5-7b,east,14,28,all,context,12,0.55,0.33166247903554
qwen2.5-7b,east,14,28,all,target,12,0.55,0.45825756949558405
qwen2.5-7b,east,14,28,all,combined,12,0.65,0.3741657386773941
llama-3-8b,enforced,16,32,all,context,12,0.4,0.2
llama-3-8b,enforced,16,32,all,target,12,0.2,0.24494897427831783
llama-3-8b,enforced,16,32,all,combined,12,0.35,0.2
qwen2.5-7b,enforced,14,28,all,context,12,0.65,0.3741657386773941
qwen2.5-7b,enforced,14,28,all,target,12,0.25,0.22360679774997896
qwen2.5-7b,enforced,14,28,all,combined,12,0.4,0.2
llama-3-8b,enjoyed,16,32,all,context,12,0.65,0.2
llama-3-8b,enjoyed,16,32,all,target,12,1.0,0.0
llama-3-8b,enjoyed,16,32,all,combined,12,0.9,0.2
qwen2.5-7b,enjoyed,14,28,all,context,12,0.35,0.30000000000000004
qwen2.5-7b,enjoyed,14,28,all,target,12,0.95,0.09999999999999999
qwen2.5-7b,enjoyed,14,28,all,combined,12,0.75,0.22360679774997896
llama-3-8b,entitled,16,32,all,context,12,0.8,0.2449489742783178
llama-3-8b,entitled,16,32,all,target,12,1.0,0.0
llama-3-8b,entitled,16,32,all,combined,12,1.0,0.0
qwen2.5-7b,entitled,14,28,all,context,12,0.7,0.4
qwen2.5-7b,entitled,14,28,all,target,12,1.0,0.0
qwen2.5-7b,entitled,14,28,all,combined,12,1.0,0.0
llama-3-8b,equal,16,32,all,context,12,0.2,0.24494897427831783
llama-3-8b,equal,16,32,all,target,12,0.55,0.33166247903554
llama-3-8b,equal,16,32,all,combined,12,0.55,0.33166247903554
qwen2.5-7b,equal,14,28,all,context,12,0.2,0.24494897427831783
qwen2.5-7b,equal,14,28,all,target,12,0.65,0.2
qwen2.5-7b,equal,14,28,all,combined,12,0.5,0.31622776601683794
llama-3-8b,estimate,16,32,all,context,12,0.25,0.22360679774997896
llama-3-8b,estimate,16,32,all,target,12,0.9,0.2
llama-3-8b,estimate,16,32,all,combined,12,0.7,0.4
qwen2.5-7b,estimate,14,28,all,context,12,0.2,0.24494897427831783
qwen2.5-7b,estimate,14,28,all,target,12,0.8,0.2449489742783178
qwen2.5-7b,estimate,14,28,all,combined,12,0.5,0.31622776601683794
llama-3-8b,exercise,16,32,all,context,12,0.65,0.3741657386773941
llama-3-8b,exercise,16,32,all,target,12,0.85,0.2
llama-3-8b,exercise,16,32,all,combined,12,0.75,0.22360679774997896
qwen2.5-7b,exercise,14,28,all,context,12,0.45,0.4
qwen2.5-7b,exercise,14,28,all,target,12,0.85,0.2
qwen2.5-7b,exercise,14,28,all,combined,12,0.65,0.3741657386773941
llama-3-8b,experiment,16,32,all,context,12,1.0,0.0
llama-3-8b,experiment,16,32,all,target,12,1.0,0.0
llama-3-8b,experiment,16,32,all,combined,12,1.0,0.0
qwen2.5-7b,experiment,14,28,all,context,12,1.0,0.0
qwen2.5-7b,experiment,14,28,all,target,12,0.9,0.2
qwen2.5-7b,experiment,14,28,all,combined,12,0.9,0.2
llama-3-8b,explanation,16,32,all,context,12,0.35,0.2
llama-3-8b,explanation,16,32,all,target,12,0.2,0.24494897427831783
llama-3-8b,explanation,16,32,all,combined,12,0.25,0.22360679774997896
qwen2.5-7b,explanation,14,28,all,context,12,0.5,0.31622776601683794
qwen2.5-7b,explanation,14,28,all,target,12,0.4,0.2
qwen2.5-7b,explanation,14,28,all,combined,12,0.35,0.2
llama-3-8b,extremely,16,32,all,context,12,0.5,0.31622776601683794
llama-3-8b,extremely,16,32,all,target,12,0.35,0.30000000000000004
llama-3-8b,extremely,16,32,all,combined,12,0.4,0.2
qwen2.5-7b,extremely,14,28,all,context,12,0.6,0.2
qwen2.5-7b,extremely,14,28,all,target,12,0.3,0.24494897427831783
qwen2.5-7b,extremely,14,28,all,combined,12,0.4,0.2
llama-3-8b,favor,16,32,all,context,12,0.75,0.22360679774997896
llama-3-8b,favor,16,32,all,target,12,1.0,0.0
llama-3-8b,favor,16,32,all,combined,12,1.0,0.0
qwen2.5-7b,favor,14,28,all,context,12,0.45,0.2449489742783178
qwen2.5-7b,favor,14,28,all,target,12,1.0,0.0
qwen2.5-7b,favor,14,28,all,combined,12,1.0,0.0
llama-3-8b,fire,16,32,all,context,12,0.3,0.24494897427831783
llama-3-8b,fire,16,32,all,target,12,0.85,0.2
llama-3-8b,fire,16,32,all,combined,12,0.55,0.33166247903554
qwen2.5-7b,fire,14,28,all,context,12,0.2,0.24494897427831783
qwen2.5-7b,fire,14,28,all,target,12,0.9,0.2
qwen2.5-7b,fire,14,28,all,combined,12,0.7,0.2449489742783178
llama-3-8b,fit,16,32,all,context,12,0.6,0.37416573867739417
llama-3-8b,fit,16,32,all,target,12,0.7,0.4
llama-3-8b,fit,16,32,all,combined,12,0.8,0.2449489742783178
qwen2.5-7b,fit,14,28,all,context,12,0.9,0.2
qwen2.5-7b,fit,14,28,all,target,12,0.9,0.2
qwen2.5-7b,fit,14,28,all,combined,12,0.9,0.2
llama-3-8b,fool,16,32,all,context,12,0.1,0.20000000000000004
llama-3-8b,fool,16,32,all,target,12,0.4,0.37416573867739417
llama-3-8b,fool,16,32,all,combined,12,0.4,0.37416573867739417
qwen2.5-7b,fool,14,28,all,context,12,0.2,0.24494897427831783
qwen2.5-7b,fool,14,28,all,target,12,0.5,0.31622776601683794
qwen2.5-7b,fool,14,28,all,combined,12,0.4,0.37416573867739417
llama-3-8b,forward,16,32,all,context,12,0.55,0.33166247903554
llama-3-8b,forward,16,32,all,target,12,0.65,0.2
llama-3-8b,forward,16,32,all,combined,12,0.65,0.2
qwen2.5-7b,forward,14,28,all,context,12,0.55,0.33166247903554
qwen2.5-7b,forward,14,28,all,target,12,0.65,0.2
qwen2.5-7b,forward,14,28,all,combined,12,0.65,0.2
llama-3-8b,french,16,32,all,context,12,0.75,0.22360679774997896
llama-3-8b,french,16,32,all,target,12,0.7,0.2449489742783178
llama-3-8b,french,16,32,all,combined,12,0.7,0.2449489742783178
qwen2.5-7b,french,14,28,all,context,12,0.7,0.2449489742783178
qwen2.5-7b,french,14,28,all,target,12,0.7,0.2449489742783178
qwen2.5-7b,french,14,28,all,combined,12,0.75,0.22360679774997896
llama-3-8b,gained,16,32,all,context,12,0.15,0.19999999999999998
llama-3-8b,gained,16,32,all,target,12,0.1,0.20000000000000004
llama-3-8b,gained,16,32,all,combined,12,0.05,0.10000000000000002
qwen2.5-7b,gained,14,28,all,context,12,0.15,0.19999999999999998
qwen2.5-7b,gained,14,28,all,target,12,0.15,0.30000000000000004
qwen2.5-7b,gained,14,28,all,combined,12,0.1,0.20000000000000004
llama-3-8b,gathered,16,32,all,context,12,0.8,0.2449489742783178
llama-3-8b,gathered,16,32,all,target,12,0.9,0.2
llama-3-8b,gathered,16,32,all,combined,12,0.9,0.2
qwen2.5-7b,gathered,14,28,all,context,12,0.75,0.22360679774997896
qwen2.5-7b,gathered,14,28,all,target,12,0.85,0.2
qwen2.5-7b,gathered,14,28,all,combined,12,0.8,0.2449489742783178
llama-3-8b,glance,16,32,all,context,12,0.5,0.31622776601683794
llama-3-8b,glance,16,32,all,target,12,1.0,0.0
llama-3-8b,glance,16,32,all,combined,12,0.8,0.2449489742783178
qwen2.5-7b,glance,14,28,all,context,12,0.3,0.24494897427831783
qwen2.5-7b,glance,14,28,all,target,12,0.8,0.2449489742783178
qwen2.5-7b,glance,14,28,all,combined,12,0.6,0.37416573867739417
llama-3-8b,handled,16,32,all,context,12,0.15,0.19999999999999998
llama-3-8b,handled,16,32,all,target,12,0.45,0.2449489742783178
llama-3-8b,handled,16,32,all,combined,12,0.45,0.24494897427831783
qwen2.5-7b,handled,14,28,all,context,12,0.2,0.24494897427831783
qwen2.5-7b,handled,14,28,all,target,12,0.5,0.0
qwen2.5-7b,handled,14,28,all,combined,12,0.3,0.24494897427831783
llama-3-8b,heavy,16,32,all,context,12,0.1,0.20000000000000004
llama-3-8b,heavy,16,32,all,target,12,0.15,0.19999999999999998
llama-3-8b,heavy,16,32,all,combined,12,0.05,0.10000000000000002
qwen2.5-7b,heavy,14,28,all,context,12,0.35,0.30000000000000004
qwen2.5-7b,heavy,14,28,all,target,12,0.05,0.10000000000000002
qwen2.5-7b,heavy,14,28,all,combined,12,0.1,0.20000000000000004
llama-3-8b,hesitated,16,32,all,context,12,0.35,0.3741657386773941
